title_translated,listed_price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,rating_five_count,rating_four_count,rating_three_count,rating_two_count,rating_one_count,badge_product_quality,tags,product_color,product_variation_size_id,product_variation_inventory,shipping_option_price,countries_shipped_to,has_urgency_banner,urgency_text,merchant_rating_count,merchant_rating,merchant_id,product_picture,product_id
100%Cotton ZANZEA S-5XL NEW Vintage Women Strap Dungaree Jumpsuit Casual Loose Trousers Overalls Rompers Jumpsuit,15.0,101,1000,0,3.91,646,334.0,106.0,94.0,41.0,71.0,0,"('women pants', 'loose', 'jumpsuits & rompers', 'playsuit', 'casual', ""women's fashion"", 'women trousers', 'women', 'jumpsuit', 'summer tops', 'cotton')",yellow,L,22,4,40,0,noText,29044,4.160274067,582bd2fde18c0f0a402ba101,https://contestimg.wish.com/api/webimage/5a13ff501726782d8daed18e-medium.jpg,5a13ff501726782d8daed18e
Women Sleeveless T-shirt Letters Printed 'I HATE EVERYONE' Tank Top Summer Ladies Blouse Camisole Vest Tee Pullovers,5.0,5,1000,0,4.06,197,109.0,37.0,25.0,6.0,20.0,0,"('blouse', 'summer', 'vest', 'fashion', 'tank', 'camisole', 'lettersprinted', 'tops', 't shirts', 'tank top', 'pullovers', ""women's fashion"", 'printed', 'ladies', 'sleeveless', 'loose tank tops', 'casual', 'women')",white,M,50,2,39,0,noText,2610,4.158237548,5acecb61417cee2b9d27f88a,https://contestimg.wish.com/api/webimage/5b1a56a219b6ee563e1edc39-medium.jpg,5b1a56a219b6ee563e1edc39
Women Fashion Solid Color Sexy V-neck Crop Tops Slim Fit Summer Short Sleeve Tank Top T Shirts,8.0,7,100,1,3.52,23,9.0,3.0,4.0,5.0,2.0,0,"('summer', 'fashion', 'crop top', 'shirt', 'sleeve', 'tank', 'tops', 'slim', 'short sleeves', 'v-neck', 't shirts', 'shorts', 'tank top', 'solid color', 'sexy', 'women', ""women's fashion"", 'casual', 'women fashion', 'slim fit')",pink,S,17,3,41,1,QuantityLimited,139223,3.933581377,5708773c3c02161b3f8c7900,https://contestimg.wish.com/api/webimage/5e9692898a10221b310986c9-medium.jpg,5e9692898a10221b310986c9
2019 Summer Sexy Women Halter Tops Beach Swimming Letter Print Swimwear Lady's Push Up Vest Bra S-3XL,5.69,5,5000,0,4.26,798,469.0,174.0,88.0,30.0,37.0,1,"('summer', 'vest', 'wrappedchest', 'halter', 'slingvest', 'print', ""women's fashion"", 'sexy', 'beach', 'summer tops', 'women fashion', 'bottoming shirt', 'letter print', 'bras for women', 'tops', 'swimwear', 'push up bikini', 'women', 'bras', 'halter bikini', 'spaghetti strap top', 'beachvesttop', 'swimming')",black,M,50,1,51,1,QuantityLimited,2199,4.236471123,583e3e7a5022c71b82d1b18c,https://contestimg.wish.com/api/webimage/5cada72d2d542d7a90cb4f2f-medium.jpg,5cada72d2d542d7a90cb4f2f
"new summer men's hooded large pockets, pure color large size short sleeve T-shirt",6.0,41,5000,1,4.1,939,496.0,209.0,124.0,49.0,61.0,0,"('summer', 'polo men', 'polo shirts', 'sleeve', 'pure color', 'polo hat', 'short sleeves', 'shorts', 'menpoloshirt', 't shirts', 'hooded', 'polos', ""t-shirts polo sport men's"", 'poloshirtmen', 'menspoloshirtbrand')",white,S,47,2,41,0,noText,9926,3.94922426,5a5a074d87c25b39c7a80ef1,https://contestimg.wish.com/api/webimage/5b6696c5365562146825dd5f-medium.jpg,5b6696c5365562146825dd5f
ZANZEA Damen Übergröße Tunikakleid Kaftan Freizeitkleid Strand Retro Longtop Kleid Kaftan Dresses,11.0,89,100,0,3.77,48,22.0,8.0,9.0,3.0,6.0,0,"('damenkleid', 'plaincolordres', 'highwaistdres', 'evening dress', 'dress', 'summercocktaildres', 'party dress', 'retro', 'femmerobe', 'women dress', 'sommerkleid', 'vintage dress')",orange,S,4,2,37,0,noText,104269,4.253287171,556d68d19fb8ca1a0c4d82ee,https://contestimg.wish.com/api/webimage/5d5e5ca35cd08f2a40b53f48-medium.jpg,5d5e5ca35cd08f2a40b53f48
(S-5XL) Women Fashion Summer Double-Layer Sports Shorts Quick-Drying Yoga Sports Leggings Fitness Shorts Plus Size,1.72,56,100,1,4.0,6,3.0,1.0,1.0,1.0,0.0,0,"('summer', 'leggings', 'shorts', 'loosecasualsweatpant', 'fitness', 'casualshort', 'plus size', 'athleticshort', 'high waisted', 'yogashort', ""women's fashion"", 'bodybuildingshort', 'quickdryingshort', 'yoga', 'sport', 'fashion', 'short skirt', 'women')",red,Others,5,1,27,0,noText,1338,4.09715994,5b39de95d3db323a3a775883,https://contestimg.wish.com/api/webimage/5eeb1da8eeb02e10154792a6-medium.jpg,5eeb1da8eeb02e10154792a6
Women Deep V Neck Casual Sleeveless Blouse Floral Print T-Shirt Summer Loose Blouse,5.78,26,10000,0,3.84,1426,659.0,287.0,219.0,112.0,149.0,0,"('blouse', 'summer', 'plus size', 'floral print', 'shirt', 'sleevelessblouse', 'necks', ""women's fashion"", 'tank top', 'print', 't shirts', 'fashion', 'casual shirt', 'women', 'floral', 'sleeveless', 'women top', 'casual', 'sleeveless tops')",white,S,50,2,37,0,noText,3549,3.9822485210000003,57e90050b97437131f78c7d7,https://contestimg.wish.com/api/webimage/5cc5464bef87096336ab0583-medium.jpg,5cc5464bef87096336ab0583
New Women's Fashion Love Print Short Sleeve T-Shirt Summer Casual Graphic Tess Tops,11.0,10,5000,0,4.23,1109,658.0,217.0,131.0,33.0,70.0,0,"('summer', 'shorts', 'love', 'sleeve', 'tee shirt women', 'tops', 'summer t-shirts', 'short sleeves', 'casual', 'round neck', 'loveprinttshirt', 'fashion', 'teesamptshirt', 'graphic tees women', 'print', 'tes', ""women's fashion"", 'tops for women', 't shirts')",black,M,50,2,48,1,QuantityLimited,5781,4.27486594,5ae90e716691361cdb40fb0b,https://contestimg.wish.com/api/webimage/5cda28715a88ef05656ef440-medium.jpg,5cda28715a88ef05656ef440
Women Plus Size Off Shoulder Animal Print Long Sleeve Irregular Loose Dress,12.0,11,1000,0,3.67,646,261.0,140.0,109.0,43.0,93.0,0,"('plus size', 'off shoulder dress', 'sleeve', 'long sleeve', 'dress', 'v neckdress', ""women's fashion"", 'animal print', 'animal', 'print', 'women dress', 'loose dress', 'women')",white,S,50,3,24,0,noText,870,3.8919540230000003,56efff5017777d430c47b78e,https://contestimg.wish.com/api/webimage/5cd22d97dd0c5b6415519101-medium.jpg,5cd22d97dd0c5b6415519101
Women Summer Fashion Sleeveless Crop Tops Spaghetti Strap Deep V Neck Tank Tops Solid Color Casual Slim Fit Cami  Vest  Short T Shirt,8.0,42,1000,0,3.5,409,158.0,67.0,74.0,41.0,69.0,0,"('tanktops for women', 'vest', 'fashion', 'crop top', 'summer', 'shirt', 'slim fit', 'topsamptshirt', ""women's fashion"", 'slim', 'summer tops', 'women fashion', 'clubwear', 'shorts', 'tank', 'sexy top', 'spaghetti', 'tops', 'necks', 'cropped', 'casual', 'sleevelesstshirt', 'sleeveless', 'women', 'tops for women')",orange,S,50,3,41,0,noText,8433,3.875963477,57a09a5649c29a34cf282715,https://contestimg.wish.com/api/webimage/5cf5ccee75af880a5c947bcf-medium.jpg,5cf5ccee75af880a5c947bcf
Women Fashion Summer Round Neck Flower Print Vest Casual Sleeveless Tops Loose Plus Size Print Tank Tops,1.89,2,100,0,3.46,39,16.0,8.0,2.0,4.0,9.0,0,"('summer', 'vest', 'fashion', 'tank', 'necks', 'tops', 'loose', 'tank top', 'round neck', ""women's fashion"", 'plus size', 'flowers', 'print', 'sleeveless', 'women top', 'casual', 'women')",black,XS,1,1,33,0,noText,540,4.1055555560000005,5d64f34f2736787d00ad93ec,https://contestimg.wish.com/api/webimage/5eb95cc7802266bb4675b6d5-medium.jpg,5eb95cc7802266bb4675b6d5
Women's Fashion Short Sleeve Round Collar Summer Tank Tops Feather Print T-shirt,12.0,17,1000,0,4.21,103,60.0,20.0,13.0,5.0,5.0,0,"('summer', 'collar', 'fashion', 'tank', 'sleeve', 'women vest', 'round collar', 'tops', 't shirts', 'tank top', 'short sleeves', ""women's fashion"", 'shorts', 'featherprint', 'print', 'sleeveless', 'feather', 'casual')",white,M,50,3,43,0,noText,20478,3.9103428069999997,546d44001280fa3ce1bf80fa,https://contestimg.wish.com/api/webimage/5d11c1a359a267782799345b-medium.jpg,5d11c1a359a267782799345b
XS-8XL Plus Size Dresses Summer Fashion Clothes Womens Deep V-neck Sleeveless Maxi Dresses Ladies Casual Spaghetti Strap Loose Beach Wear Floral Printed Halter Party Dress,6.0,6,10000,1,3.6,569,243.0,90.0,88.0,59.0,89.0,0,"('summer', 'plus size', 'halter dress', 'halter', 'dress', 'v-neck', 'beach dress', 'party dress', 'printed', 'sleeveless', 'floral', 'maxi dress', 'spaghetti', 'casual', 'clothes', 'deep v-neck', 'printeddre', 'beach', 'summer dress', ""women's fashion"", 'sleeveless dress', 'ladies', 'party', 'fashion', 'loose dress')",pink,XS,2,2,20,1,QuantityLimited,7314,3.9382007110000004,5810c46f02b01e15f8a10e38,https://contestimg.wish.com/api/webimage/5e12e142f1166c04c1948efb-medium.jpg,5e12e142f1166c04c1948efb
2019 Summer Women Casual Sleeveless Tops Off Shoulder Shirts Ladies Fashion Printed Loose T-shirts Backless Cotton Tank Tops,4.0,4,5000,1,4.28,1754,1064.0,353.0,184.0,65.0,88.0,1,"('summer', 'fashion', 'topsamptshirt', 'tank top', 'sleeveless shirt', 'casual shirt', 'off shoulder shirt', 'casual', 'women', 'cotton', 'tank', 'shirt', 'ladies fashion', 'backless top', 'summer shirt', 't shirts', 'backless', 'tops & t-shirts', 'ladies', 'loose t-shirt', 'women top', ""women's fashion"", 'tops', 'sleeveless', 'printed')",blue,XS,4,1,18,0,noText,15538,4.156197709,58106cfce516491e6e5f1e53,https://contestimg.wish.com/api/webimage/5c84bd33d8694176615f7019-medium.jpg,5c84bd33d8694176615f7019
New Women Fashion Solid Color V Neck Lace Tank Top Summer Sleeveless Plus Size Loose Tank Top Vest,7.0,33,100,0,2.75,8,3.0,0.0,1.0,0.0,4.0,0,"('tank top women', 'vest', 'fashion', 'tank', 'summer tank top', 'loose top', 'lace top', 'tops', 'plus size top', 'v-neck', 'necks', ""women's fashion"", 'plus size', 'summer', 'sleeveless tops', 'casual t-shirt', 'sleeveless', 'women vest', 'women', 'tank top', 'lace')",blue,S,29,2,43,0,noText,41623,3.917449487,56680c90e363a3613607ea61,https://contestimg.wish.com/api/webimage/5cf8d241b5db0b3d18364572-medium.jpg,5cf8d241b5db0b3d18364572
Summer Women Short Dress Sleeveless Waist Dress Camouflage Dress Bodycon Slim Fit Dress Plus Size XS-8XL,8.0,7,100,0,3.9,21,9.0,7.0,2.0,0.0,3.0,0,"('summer', 'plus size', 'women dresses', 'evening dress', 'dress', 'slim', 'casual dresses', 'mini dress', 'beach dress', 'sleeveless', 'summer dresses', 'casual dress', 'slim dress', 'shorts', 'waist', 'short dress', 'slim fit', ""women's fashion"", 'camouflage', 'sleeveless dress', 't', 'women dress', 'women')",purple,XS,50,3,21,0,noText,6126,4.318315377,550ab2be8e8def0b2c654d4b,https://contestimg.wish.com/api/webimage/5e9e8c496f15e20742bd4172-medium.jpg,5e9e8c496f15e20742bd4172
Summer Fashion Women Sexy Lace Strap Shirt Tops Solid Color Sleeveless Top Blouse,5.0,5,100,0,4.5,6,4.0,1.0,1.0,0.0,0.0,0,"('suspenders', 'summer', 'fashion', 'lace', 'button', 'slim', ""women's fashion"", 'sexy lace', 'sexy', 'solid color', 'sleeveless', 'women', 'blouse', 'tops', 'shirt')",pink,S,50,2,45,0,noText,10600,3.86754717,582833faea77701b456c786a,https://contestimg.wish.com/api/webimage/5ea3b3944119761a2b014de7-medium.jpg,5ea3b3944119761a2b014de7
2019 Women Fashion Back Hollow Lace Blouse Round Neck Floral Print Sleeveless Casual Plus Size Tank Tops (S-5XL),5.84,5,10000,0,3.45,1312,491.0,217.0,228.0,145.0,231.0,0,"('blouse', 'plus size', 'floral print', 'lace', 'tank', 'tops', 'necks', 'tank top', 'round neck', 'floral', ""women's fashion"", 'fashion', 'topsamptee', 'print', 'sleeveless', 'casual', 'women')",grey,S,43,1,48,0,noText,32168,3.884543646,558c2cdc89d53c4005ea2920,https://contestimg.wish.com/api/webimage/5cd1cbb1b5d96721e0a6b346-medium.jpg,5cd1cbb1b5d96721e0a6b346
Fashion Women Midi Slim Basic Vestidos Bodycon Short Sleeve Package Hip Robe Dresses,8.0,13,10000,0,3.99,2753,1428.0,522.0,385.0,171.0,247.0,0,"('midi dresses', 'sleeve', 'dresses', 'packagehip', 'dress', 'slim', 'short sleeves', 'shorts', ""women's fashion"", 'fashion', 'vestido', 'robes', 'bodycon dresses', 'basicvestido', 'women')",grey,S,50,3,44,0,noText,33148,3.975624472,58579043e950f24d94f612dc,https://contestimg.wish.com/api/webimage/587347296dd28e71b1c9d289-medium.jpg,587347296dd28e71b1c9d289
Good Quality 2014 Summer Hot Sale Zipper Shorts Fashion Slim Men's Causual Ripped Jeans Cropped Trousers,19.0,21,5000,0,4.09,1561,897.0,289.0,149.0,74.0,152.0,0,"('men jeans', 'fashion', 'summer', 'rippedjean', 'slim', 'croppedjean', 'mensummerjean', '2014menshort', 'men shorts', 'zippers', 'jeans', 'trousers', 'summerjean', 'shorts', 'causaljean', 'rippedshort', '2014summermenshort')",blue,Others,1,6,40,1,QuantityLimited,9116,4.092913558999999,530306fe34067e3f15c41d87,https://contestimg.wish.com/api/webimage/535530635aefb0555ba4351f-medium.jpg,535530635aefb0555ba4351f
Women Summer Printed Plus Size Loose Casual Trousers Harlan Pants Long Pants Plus  Size S-5XL,11.0,10,100,1,3.54,13,5.0,3.0,1.0,2.0,2.0,0,"('summer', 'trousers', 'pants', 'bottom', 'fashion pants', ""women's fashion"", 'long pants', 'widelegpant', 'casual', 'harem pants', 'summerpant', 'plus size', 'loosepant', 'printed', 'women trousers', 'slitpant', 'women')",black,XL,50,2,42,0,noText,885,4.155932203,5df71a34092d7302140be245,https://contestimg.wish.com/api/webimage/5e3baa8d8f7db5003fb33026-medium.jpg,5e3baa8d8f7db5003fb33026
Women Summer Casual Adjustable Spaghetti Strap Dresses Solid Color Pleated Backless Mini Beach Sundress Plus Size,3.85,10,50,0,3.33,3,1.0,1.0,0.0,0.0,1.0,0,"('summer', 'fashion', 'shirt', 'sundress', 'dresses', 'dress', ""women's fashion"", 'v-neck', 'cocktail dress', 'beach dress', 'party dress', 'off shoulder', 'girls dresses', 'sleeveless', 'pleated skirt', 'spaghetti', 'casual', 'pleated', 'necks')",purple,XXS,7,1,25,0,noText,7676,4.039473684,594ba69f2eac11550ec111a1,https://contestimg.wish.com/api/webimage/5e4a4b252ce2e5cac8cb6364-medium.jpg,5e4a4b252ce2e5cac8cb6364
Fashion Summer Lady Skull Print Beauty Vest Halter Tank Top,9.0,48,1000,1,4.01,135,69.0,25.0,23.0,10.0,8.0,0,"('summer', 'vest', 'fashion', 'tank', 'camisole', 'halter', 'beauty', 'tops', 'summer t-shirts', 'fashion women', 'tank top', 'cool t-shirts', 'skull', 'print', 'summervest', 'femalevest')",purple,M,50,3,25,0,noText,6632,3.748793727,5b6ec2f2838d931d2fbf7a28,https://contestimg.wish.com/api/webimage/5e180dab29a9690a38a1748f-medium.jpg,5e180dab29a9690a38a1748f
Summer Fashion Tie-Dye Short Sleeve Long Dress Loose V Neck BOHO Maxi Dress,8.0,9,7,0,5.0,0,0.0,0.0,0.0,0.0,0.0,0,"('summer', 'summer dress', 'necks', 'sleeve', 'long dress', 'plus size dress', 'dress', 'loose', 'v neckdress', 'short sleeves', 'maxi dress', 'shorts', 'boho', 'short sleeve dress', 'boho dress', 'fashion', 'womendre', 'women dress', ""women's fashion"")",orange,XXS,5,3,38,0,noText,108048,4.052504442,5417aada4ad3ab27e954b76c,https://contestimg.wish.com/api/webimage/5e8d70549f1504449514c8b9-medium.jpg,5e8d70549f1504449514c8b9
Plus Size XS-6XL Summer Women Round Neck Sleeveless Dress Casual Floral Printed Dress Slim Flower Dresses,11.0,10,1000,0,4.0,221,103.0,59.0,33.0,7.0,19.0,0,"('summer', 'floralprinteddres', 'dress', 'slim', 'floral dress', ""women's fashion"", 'plus size', 'womensleevelessdres', 'printed', 'floral', 'casual', 'women', 'dressforwomen', 'flowers', 'necks', 'casualwomendres', 'summer dress', 'summersleeveelessdres', 'sleeveless dress', 'round neck', 'dress slim', 'sleeveless')",white,M,6,3,36,1,QuantityLimited,73119,4.004267017,547465748edcfa6ceab14f70,https://contestimg.wish.com/api/webimage/5d550011680f557c89bb4406-medium.jpg,5d550011680f557c89bb4406
5 Colors Women Fashion Sports Shorts Solid Color Elastic Gym Shorts Female Running Clothes Fitness Panties Bottom for Girl Plus Size S~5XL,6.0,13,20000,1,3.85,1124,572.0,183.0,153.0,62.0,154.0,0,"('runningshort', 'shorts', 'elastic', 'fitness', 'plus size', 'yoga pants', 'short pants', 'running', 'sportspantie', ""women's fashion"", 'gymwear', 'panties', 'fitnesspantie', 'women', 'skinny', 'sport', 'fashion', 'women fashion', 'clothes')",red,S,50,2,40,1,QuantityLimited,15076,4.0849694880000005,59c8a909ae228e37ae159559,https://contestimg.wish.com/api/webimage/5dd4b6c20f11f57cf9ad97d8-medium.jpg,5dd4b6c20f11f57cf9ad97d8
Womens Summer Red White and Blue Chiffon Short-Sleeve T-Shirt,5.0,33,100000,0,3.98,13789,6862.0,2836.0,2131.0,901.0,1059.0,0,"('summer', 'plus size', 'cotton t shirt', 'chiffon', 'long sleeve', 'womens top', 'short sleeves', ""women's fashion"", 'fashion', 'chiffon blouse', 'sexy', 'blouse', 'tops', 'chiffon shirt', 't shirts', 'korean style', 'women clothing', 't-shirt womens', 'short sleeve t-shirt')",orange,S,50,1,41,0,noText,366898,4.036080873,53082ea15aefb07dfe1f2a4f,https://contestimg.wish.com/api/webimage/53897eeeafddf70c91af1cda-medium.jpg,53897eeeafddf70c91af1cda
Trending Summer Sports Wear for Men Casual Two Piece Jogging Suits Short Sleeve Shirts and Shorts Outfit Sets,16.0,14,100,1,4.05,82,43.0,18.0,11.0,2.0,8.0,0,"('short sleeves', 'summer', 'trending', 'shirt', 'sleeve', 'shortsleeveset', 'sweat suit', 'men', 'short pants', 'summersuitset', 'shorts', 'sport', ""women's fashion"", '3dprinttshirt', 'two pieces', 'fashion', 'outfits', 'mensjoggersuit', 'casual')",white,S,50,5,36,1,QuantityLimited,514,4.2178988330000005,5b0b907d59206904541886cf,https://contestimg.wish.com/api/webimage/5ea0f2a654446407c111b622-medium.jpg,5ea0f2a654446407c111b622
Women Spaghetti Strap Print Mini Dress Summer Fashion Tie Party Dresses,13.0,11,100,0,3.91,11,7.0,1.0,0.0,1.0,2.0,0,"('mini', 'spaghetti strap', 'corset dress', 'short dress', 'summer', 'dresses', 'spaghetti', 'dress', 'summer dress', ""women's fashion"", 'floral dress', 'mini dress', 'beach dress', 'sleeveless dress', 'sexy dress', 'floral print', 'sexy', 'fashion')",yellow,S,50,3,28,0,noText,38,3.473684211,5e1691b573bfb90406044928,https://contestimg.wish.com/api/webimage/5ea913d8fde32e396ebfea19-medium.jpg,5ea913d8fde32e396ebfea19
Summer Women's New Fashion Sleeveless Polka Dot V-neck Strap Mini Backless Casual Top Dresses,9.0,34,100,1,3.14,28,8.0,6.0,3.0,4.0,7.0,0,"('mini', 'fashion', 'summer', 'tops', 'loose', 'polkas', 'v-neck', 'casual', 'backless', 'polka dot', 'sleeveless', 'dress', 'women')",blue,XS,50,3,40,1,QuantityLimited,1472,3.534646739,56498ab42a6bdb4474afa47b,https://contestimg.wish.com/api/webimage/5eb0db681c4b1c25486d2e7e-medium.jpg,5eb0db681c4b1c25486d2e7e
5 Colors Women's Summer Fashion Spaghetti Strap Floral Print Tie Front Mini Dress Party Dresses,7.0,6,100,1,3.64,11,4.0,4.0,0.0,1.0,2.0,0,"('summer', 'dressesforwomen', 'floral print', 'mini', 'long dress', 'dress', 'mini dress', 'floral', ""women's fashion"", 'sleeveless dress', 'party', 'sexy dress', 'print', 'summer dresses', 'spaghetti', 'women')",pink,S,50,2,104,0,noText,855,4.264327485,5dbd7b090140ee044252ed12,https://contestimg.wish.com/api/webimage/5eb207e9beadef0479cd7271-medium.jpg,5eb207e9beadef0479cd7271
"Tank Top "" I am not perfect but i am limited Edition "" letter printed sleeveless casual slim tank tops",6.0,6,20000,0,3.96,4082,2138.0,667.0,637.0,255.0,385.0,0,"('women vest', 'sleeveless', 'fashion', 'tank', 'tops', 'sport tank top', 'tank top', 'casual', 'printed', 'topsamptee', 'topsampblouse', 'summertank', 'sexy', 'slim', 'funnytank', 'women fashion')",white,S,50,2,40,0,noText,45964,3.998651118,576cfeed007b536be4a9ae96,https://contestimg.wish.com/api/webimage/5b42fbca85270064d13d6679-medium.jpg,5b42fbca85270064d13d6679
NEW Womens Summer Deep V-neck Tops Pure Color T-shirt Ladies Fashion Casual Tank Tops Loose Button-up Blouse Lady Sleeveless Shirts Plus Size Top,8.0,7,10000,1,3.71,903,378.0,190.0,143.0,80.0,112.0,0,"('summer', 'plus size', 'deep v-neck', 'topsamptshirt', 'tank top', ""women's fashion"", 'fashion', 'v-neck', 'loose', 'topsampblouse', 'causal', 'ladies fashion', 'blouse', 'fashion women', 'tank', 'shirt', 'tops', 't shirts', 'casual', 'ladies', 'sleeveless', 'pure color', 'sleeveless tops')",pink,S,50,2,35,0,noText,12974,3.965700632,5a7b23a69bda4e3d375e7b3f,https://contestimg.wish.com/api/webimage/5d15ae82502b2660ec498f59-medium.jpg,5d15ae82502b2660ec498f59
2020 New Arrival Women Fashion Tie Dye Printing Slim Fit Casual Cotton Tank Top,4.7,17,100,1,4.0,10,4.0,3.0,2.0,1.0,0.0,0,"('summer', 'fashion', 'tank', 'tops', 'slim', ""women's fashion"", 'tank top', 'slim fit', 'printing', 'tie dye', 'dyes', 'sleeveless', 'women', 'casual', 'women fashion', 'cotton')",blue,XS,3,1,43,0,noText,80093,4.00669222,583138b06339b410ab9663ec,https://contestimg.wish.com/api/webimage/5ea3bfe9b95fdb06c2c5b88f-medium.jpg,5ea3bfe9b95fdb06c2c5b88f
2019 NEW Men's Short Sleeve T-Shirt Fitness Round Neck Casual Men's Zippers Summer T-Shirt,4.0,4,10000,1,3.45,1412,504.0,299.0,211.0,129.0,269.0,0,"('mens t shirt', 'fitness', 'shorts', 'cotton t shirt', 'sleeve', 'summer', 'summer t-shirts', 'short sleeves', 'round neck', ""men's fashion"", 'exercise & fitness', 'tops & t-shirts', 'sport', 'casual', 't shirts', 'necks')",white,XXS,46,1,45,1,QuantityLimited,21412,4.149262096,59b88527b77173631729908e,https://contestimg.wish.com/api/webimage/5c2f4fd85c994c42faf7c82b-medium.jpg,5c2f4fd85c994c42faf7c82b
Women Fashion Summer Tank Tops Low Cut Sleeveless Solid Color Off Shoulder Tank Shirt Spaghetti Strap Halter Backless Casual Vest Top,8.0,7,5000,1,3.57,309,111.0,64.0,63.0,33.0,38.0,0,"('vesttop', 'summer', 'vest', 'fashion', 'tank', 'shirt', 'halter', 'tops', 'spaghetti strap', 'low cut', ""women's fashion"", 'backless', 'sexy', 'solid color', 'sleeveless', 'spaghetti', 'casual', 'women fashion', 'women')",white,S,50,2,41,1,QuantityLimited,5365,3.945945946,578e02bec0e9340e993d13f4,https://contestimg.wish.com/api/webimage/5cefa120731ea53346708575-medium.jpg,5cefa120731ea53346708575
